Date,Shift,Truck_ID,Loads,Tonnes_Hauled
2025-03-27,Night,TR009,20,1160
2025-03-27,Night,TR010,27,1647
2025-03-27,Night,TR011,34,1938
2025-03-27,Night,TR012,25,1550
2025-03-27,Night,TR013,27,1404
2025-03-27,Night,TR014,26,1430
2025-03-27,Night,TR015,17,935
2025-03-27,Night,TR016,26,1638
2025-03-27,Night,TR017,25,1200
2025-03-27,Night,TR018,34,1904
2025-03-27,Night,TR019,18,1080
2025-03-27,Night,TR020,20,1040
2025-03-28,Day,TR001,31,1922
2025-03-28,Day,TR002,24,1248
2025-03-28,Day,TR003,31,1488
2025-03-28,Day,TR004,29,1624
2025-03-28,Day,TR005,31,1643
2025-03-28,Day,TR006,31,1395
2025-03-28,Day,TR007,29,1334
2025-03-28,Day,TR008,26,1248
2025-03-28,Day,TR009,34,2040
2025-03-28,Day,TR010,14,868
2025-03-28,Day,TR011,17,935
2025-03-28,Day,TR012,13,611
2025-03-28,Day,TR013,17,935
2025-03-28,Day,TR014,24,1488
2025-03-28,Day,TR015,15,885
2025-03-28,Day,TR016,12,600
2025-03-28,Day,TR017,16,752
2025-03-28,Day,TR018,25,1575
2025-03-28,Day,TR019,27,1674
2025-03-28,Day,TR020,25,1150
2025-03-28,Night,TR001,19,1159
2025-03-28,Night,TR002,13,598
2025-03-28,Night,TR003,31,1426
2025-03-28,Night,TR004,34,2040
2025-03-28,Night,TR005,27,1485
2025-03-28,Night,TR006,14,742
2025-03-28,Night,TR007,30,1890
2025-03-28,Night,TR008,22,1342
2025-03-28,Night,TR009,29,1334
2025-03-28,Night,TR010,26,1482
2025-03-28,Night,TR011,24,1440
2025-03-28,Night,TR012,32,1792
2025-03-28,Night,TR013,19,1216
2025-03-28,Night,TR014,34,1972
2025-03-28,Night,TR015,26,1222
2025-03-28,Night,TR016,21,1008
2025-03-28,Night,TR017,23,1403
2025-03-28,Night,TR018,17,1088
2025-03-28,Night,TR019,14,644
2025-03-28,Night,TR020,34,1598
2025-03-29,Day,TR001,28,1680
2025-03-29,Day,TR002,19,874
2025-03-29,Day,TR003,19,874
2025-03-29,Day,TR004,27,1674
2025-03-29,Day,TR005,34,2074
2025-03-29,Day,TR006,29,1798
2025-03-29,Day,TR007,29,1682
2025-03-29,Day,TR008,34,1734
2025-03-29,Day,TR009,21,1323
2025-03-29,Day,TR010,19,950
2025-03-29,Day,TR011,15,750
2025-03-29,Day,TR012,25,1550
2025-03-29,Day,TR013,15,870
2025-03-29,Day,TR014,29,1798
2025-03-29,Day,TR015,29,1392
2025-03-29,Day,TR016,23,1472
2025-03-29,Day,TR017,32,1824
2025-03-29,Day,TR018,34,1972
2025-03-29,Day,TR019,13,819
2025-03-29,Day,TR020,15,780
2025-03-29,Night,TR001,17,1003
2025-03-29,Night,TR002,12,684
2025-03-29,Night,TR003,31,1860
2025-03-29,Night,TR004,19,1178
2025-03-29,Night,TR005,20,1160
2025-03-29,Night,TR006,23,1058
2025-03-29,Night,TR007,12,576
2025-03-29,Night,TR008,33,2112
2025-03-29,Night,TR009,21,1344
2025-03-29,Night,TR010,13,832
2025-03-29,Night,TR011,17,765
2025-03-29,Night,TR012,29,1508
2025-03-29,Night,TR013,18,1080
2025-03-29,Night,TR014,19,1140
2025-03-29,Night,TR015,16,736
2025-03-29,Night,TR016,19,1083
2025-03-29,Night,TR017,17,799
2025-03-29,Night,TR018,29,1566
2025-03-29,Night,TR019,21,1029
2025-03-29,Night,TR020,12,552
2025-03-30,Day,TR001,27,1242
2025-03-30,Day,TR002,17,1071
2025-03-30,Day,TR003,19,1121
2025-03-30,Day,TR004,19,1197
2025-03-30,Day,TR005,30,1620
2025-03-30,Day,TR006,27,1431
2025-03-30,Day,TR007,33,1716
2025-03-30,Day,TR008,31,1767
2025-03-30,Day,TR009,26,1352
2025-03-30,Day,TR010,31,1829
2025-03-30,Day,TR011,30,1830
2025-03-30,Day,TR012,15,930
2025-03-30,Day,TR013,31,1519
2025-03-30,Day,TR014,34,1870
2025-03-30,Day,TR015,19,931
2025-03-30,Day,TR016,20,900
2025-03-30,Day,TR017,27,1593
2025-03-30,Day,TR018,27,1485
2025-03-30,Day,TR019,20,1180
2025-03-30,Day,TR020,32,1472
2025-03-30,Night,TR001,20,1280
2025-03-30,Night,TR002,31,1984
2025-03-30,Night,TR003,16,864
2025-03-30,Night,TR004,14,868
2025-03-30,Night,TR005,23,1127
2025-03-30,Night,TR006,14,826
2025-03-30,Night,TR007,30,1860
2025-03-30,Night,TR008,34,2074
2025-03-30,Night,TR009,30,1830
2025-03-30,Night,TR010,34,1836
2025-03-30,Night,TR011,29,1769
2025-03-30,Night,TR012,14,812
2025-03-30,Night,TR013,19,893
2025-03-30,Night,TR014,15,705
2025-03-30,Night,TR015,32,1920
2025-03-30,Night,TR016,14,798
2025-03-30,Night,TR017,27,1485
2025-03-30,Night,TR018,25,1575
2025-03-30,Night,TR019,23,1334
2025-03-30,Night,TR020,25,1300
2025-03-31,Day,TR001,32,1696
2025-03-31,Day,TR002,30,1710
2025-03-31,Day,TR003,27,1620
2025-03-31,Day,TR004,28,1568
2025-03-31,Day,TR005,26,1430
2025-03-31,Day,TR006,19,1121
2025-03-31,Day,TR007,32,1888
2025-03-31,Day,TR008,29,1769
2025-03-31,Day,TR009,20,920
2025-03-31,Day,TR010,19,1140
2025-03-31,Day,TR011,30,1650
2025-03-31,Day,TR012,29,1334
2025-03-31,Day,TR013,26,1508
2025-03-31,Day,TR014,23,1357
2025-03-31,Day,TR015,23,1265
2025-03-31,Day,TR016,25,1500
2025-03-31,Day,TR017,17,867
2025-03-31,Day,TR018,21,1029
2025-03-31,Day,TR019,19,988
2025-03-31,Day,TR020,19,1007
2025-03-31,Night,TR001,23,1334
2025-03-31,Night,TR002,18,1098
2025-03-31,Night,TR003,23,1357
2025-03-31,Night,TR004,14,672
2025-03-31,Night,TR005,22,1144
2025-03-31,Night,TR006,23,1104
2025-03-31,Night,TR007,22,1276
2025-03-31,Night,TR008,28,1372
2025-03-31,Night,TR009,19,1045
2025-03-31,Night,TR010,23,1380
2025-03-31,Night,TR011,20,1160
2025-03-31,Night,TR012,32,1600
2025-03-31,Night,TR013,30,1530
2025-03-31,Night,TR014,19,1102
2025-03-31,Night,TR015,26,1430
2025-03-31,Night,TR016,17,782
2025-03-31,Night,TR017,32,1984
2025-03-31,Night,TR018,32,1760
2025-03-31,Night,TR019,32,1728
2025-03-31,Night,TR020,13,624
2025-04-01,Day,TR001,18,936
2025-04-01,Day,TR002,33,1683
2025-04-01,Day,TR003,26,1300
2025-04-01,Day,TR004,26,1456
2025-04-01,Day,TR005,15,810
2025-04-01,Day,TR006,14,868
2025-04-01,Day,TR007,28,1764
2025-04-01,Day,TR008,32,1568
2025-04-01,Day,TR009,28,1316
2025-04-01,Day,TR010,34,2040
2025-04-01,Day,TR011,27,1728
2025-04-01,Day,TR012,31,1922
2025-04-01,Day,TR013,14,630
2025-04-01,Day,TR014,34,1700
2025-04-01,Day,TR015,21,945
2025-04-01,Day,TR016,26,1586
2025-04-01,Day,TR017,31,1736
2025-04-01,Day,TR018,27,1485
2025-04-01,Day,TR019,22,1232
2025-04-01,Day,TR020,33,1650
2025-04-01,Night,TR001,22,1254
2025-04-01,Night,TR002,25,1125
2025-04-01,Night,TR003,18,1026
2025-04-01,Night,TR004,27,1593
2025-04-01,Night,TR005,34,1972
2025-04-01,Night,TR006,25,1275
2025-04-01,Night,TR007,20,1220
2025-04-01,Night,TR008,22,1298
2025-04-01,Night,TR009,14,658
2025-04-01,Night,TR010,16,768
2025-04-01,Night,TR011,25,1425
2025-04-01,Night,TR012,24,1200
2025-04-01,Night,TR013,25,1175
2025-04-01,Night,TR014,22,1056
2025-04-01,Night,TR015,13,624
2025-04-01,Night,TR016,14,756
2025-04-01,Night,TR017,24,1368
2025-04-01,Night,TR018,22,1056
2025-04-01,Night,TR019,12,708
2025-04-01,Night,TR020,34,1700
2025-04-02,Day,TR001,16,816
2025-04-02,Day,TR002,16,784
2025-04-02,Day,TR003,23,1380
2025-04-02,Day,TR004,28,1792
2025-04-02,Day,TR005,20,1080
2025-04-02,Day,TR006,20,900
2025-04-02,Day,TR007,20,1000
2025-04-02,Day,TR008,23,1104
2025-04-02,Day,TR009,29,1769
2025-04-02,Day,TR010,34,1564
2025-04-02,Day,TR011,14,896
2025-04-02,Day,TR012,31,1736
2025-04-02,Day,TR013,19,1045
2025-04-02,Day,TR014,24,1464
2025-04-02,Day,TR015,24,1080
2025-04-02,Day,TR016,28,1680
2025-04-02,Day,TR017,18,846
2025-04-02,Day,TR018,15,915
2025-04-02,Day,TR019,22,1210
2025-04-02,Day,TR020,34,1564
2025-04-02,Night,TR001,16,976
2025-04-02,Night,TR002,24,1080
2025-04-02,Night,TR003,28,1316
2025-04-02,Night,TR004,29,1740
2025-04-02,Night,TR005,30,1620
2025-04-02,Night,TR006,18,1116
2025-04-02,Night,TR007,24,1368
2025-04-02,Night,TR008,15,855
2025-04-02,Night,TR009,25,1250
2025-04-02,Night,TR010,29,1363
2025-04-02,Night,TR011,28,1792
2025-04-02,Night,TR012,25,1175
2025-04-02,Night,TR013,24,1320
2025-04-02,Night,TR014,24,1200
2025-04-02,Night,TR015,26,1300
2025-04-02,Night,TR016,24,1344
2025-04-02,Night,TR017,26,1560
2025-04-02,Night,TR018,32,1920
2025-04-02,Night,TR019,30,1860
2025-04-02,Night,TR020,17,850
2025-04-03,Day,TR001,24,1296
2025-04-03,Day,TR002,28,1260
2025-04-03,Day,TR003,15,885
2025-04-03,Day,TR004,30,1530
2025-04-03,Day,TR005,19,1064
2025-04-03,Day,TR006,22,1056
2025-04-03,Day,TR007,23,1403
2025-04-03,Day,TR008,28,1708
2025-04-03,Day,TR009,26,1612
2025-04-03,Day,TR010,17,765
2025-04-03,Day,TR011,14,896
2025-04-03,Day,TR012,26,1274
2025-04-03,Day,TR013,31,1581
2025-04-03,Day,TR014,25,1225
2025-04-03,Day,TR015,14,700
2025-04-03,Day,TR016,17,952
2025-04-03,Day,TR017,12,588
2025-04-03,Day,TR018,25,1300
2025-04-03,Day,TR019,26,1508
2025-04-03,Day,TR020,34,2074
2025-04-03,Night,TR001,17,986
2025-04-03,Night,TR002,26,1456
2025-04-03,Night,TR003,30,1410
2025-04-03,Night,TR004,20,1220
2025-04-03,Night,TR005,32,1440
2025-04-03,Night,TR006,22,1100
2025-04-03,Night,TR007,15,690
2025-04-03,Night,TR008,24,1392
2025-04-03,Night,TR009,24,1248
2025-04-03,Night,TR010,29,1682
2025-04-03,Night,TR011,32,1632
2025-04-03,Night,TR012,17,918
2025-04-03,Night,TR013,23,1242
2025-04-03,Night,TR014,31,1395
2025-04-03,Night,TR015,24,1272
2025-04-03,Night,TR016,16,912
2025-04-03,Night,TR017,30,1650
2025-04-03,Night,TR018,13,598
2025-04-03,Night,TR019,21,1218
2025-04-03,Night,TR020,19,969
2025-04-04,Day,TR001,31,1395
2025-04-04,Day,TR002,13,624
2025-04-04,Day,TR003,34,1836
2025-04-04,Day,TR004,15,765
2025-04-04,Day,TR005,34,1972
2025-04-04,Day,TR006,17,833
2025-04-04,Day,TR007,13,780
2025-04-04,Day,TR008,15,750
2025-04-04,Day,TR009,20,1140
2025-04-04,Day,TR010,25,1500
2025-04-04,Day,TR011,18,936
2025-04-04,Day,TR012,20,900
2025-04-04,Day,TR013,28,1540
2025-04-04,Day,TR014,22,1408
2025-04-04,Day,TR015,16,1024
2025-04-04,Day,TR016,27,1323
2025-04-04,Day,TR017,27,1620
2025-04-04,Day,TR018,20,1020
2025-04-04,Day,TR019,31,1488
2025-04-04,Day,TR020,12,696
2025-04-04,Night,TR001,32,1760
2025-04-04,Night,TR002,15,825
2025-04-04,Night,TR003,17,1037
2025-04-04,Night,TR004,26,1326
2025-04-04,Night,TR005,26,1508
2025-04-04,Night,TR006,27,1404
2025-04-04,Night,TR007,25,1125
2025-04-04,Night,TR008,21,1092
2025-04-04,Night,TR009,24,1536
2025-04-04,Night,TR010,33,1782
2025-04-04,Night,TR011,26,1222
2025-04-04,Night,TR012,23,1334
2025-04-04,Night,TR013,27,1728
2025-04-04,Night,TR014,22,1386
2025-04-04,Night,TR015,34,1904
2025-04-04,Night,TR016,14,728
2025-04-04,Night,TR017,29,1624
2025-04-04,Night,TR018,33,2013
2025-04-04,Night,TR019,13,806
2025-04-04,Night,TR020,20,1220
2025-04-05,Day,TR001,23,1242
2025-04-05,Day,TR002,13,611
2025-04-05,Day,TR003,25,1400
2025-04-05,Day,TR004,24,1152
2025-04-05,Day,TR005,23,1058
2025-04-05,Day,TR006,15,810
2025-04-05,Day,TR007,26,1508
2025-04-05,Day,TR008,34,2108
2025-04-05,Day,TR009,20,1200
2025-04-05,Day,TR010,14,868
2025-04-05,Day,TR011,20,1200
2025-04-05,Day,TR012,34,2006
2025-04-05,Day,TR013,33,1485
2025-04-05,Day,TR014,15,855
2025-04-05,Day,TR015,24,1128
2025-04-05,Day,TR016,28,1288
2025-04-05,Day,TR017,34,1632
2025-04-05,Day,TR018,22,1342
2025-04-05,Day,TR019,23,1357
2025-04-05,Day,TR020,28,1764
2025-04-05,Night,TR001,22,1408
2025-04-05,Night,TR002,23,1426
2025-04-05,Night,TR003,28,1316
2025-04-05,Night,TR004,26,1612
2025-04-05,Night,TR005,14,854
2025-04-05,Night,TR006,14,868
2025-04-05,Night,TR007,30,1440
2025-04-05,Night,TR008,28,1316
2025-04-05,Night,TR009,25,1575
2025-04-05,Night,TR010,16,768
2025-04-05,Night,TR011,21,1092
2025-04-05,Night,TR012,13,702
2025-04-05,Night,TR013,17,799
2025-04-05,Night,TR014,18,810
2025-04-05,Night,TR015,33,2112
2025-04-05,Night,TR016,20,1240
2025-04-05,Night,TR017,22,1386
2025-04-05,Night,TR018,15,750
2025-04-05,Night,TR019,29,1421
2025-04-05,Night,TR020,30,1590
2025-04-06,Day,TR001,21,1134
2025-04-06,Day,TR002,30,1350
2025-04-06,Day,TR003,29,1740
2025-04-06,Day,TR004,30,1920
2025-04-06,Day,TR005,29,1595
2025-04-06,Day,TR006,22,1144
2025-04-06,Day,TR007,31,1612
2025-04-06,Day,TR008,25,1150
2025-04-06,Day,TR009,19,950
2025-04-06,Day,TR010,22,1210
2025-04-06,Day,TR011,28,1484
2025-04-06,Day,TR012,15,825
2025-04-06,Day,TR013,13,793
2025-04-06,Day,TR014,29,1421
2025-04-06,Day,TR015,18,810
2025-04-06,Day,TR016,20,900
2025-04-06,Day,TR017,33,1551
2025-04-06,Day,TR018,27,1512
2025-04-06,Day,TR019,17,1037
2025-04-06,Day,TR020,14,868
2025-04-06,Night,TR001,29,1653
2025-04-06,Night,TR002,32,1696
2025-04-06,Night,TR003,18,864
2025-04-06,Night,TR004,33,1749
2025-04-06,Night,TR005,31,1581
2025-04-06,Night,TR006,33,2046
2025-04-06,Night,TR007,19,1026
2025-04-06,Night,TR008,30,1470
2025-04-06,Night,TR009,12,600
2025-04-06,Night,TR010,25,1175
2025-04-06,Night,TR011,19,1197
2025-04-06,Night,TR012,13,598
2025-04-06,Night,TR013,21,945
2025-04-06,Night,TR014,12,576
2025-04-06,Night,TR015,14,854
2025-04-06,Night,TR016,14,770
2025-04-06,Night,TR017,28,1596
2025-04-06,Night,TR018,27,1404
2025-04-06,Night,TR019,32,1472
2025-04-06,Night,TR020,14,868
2025-04-07,Day,TR001,13,624
2025-04-07,Day,TR002,15,675
2025-04-07,Day,TR003,14,784
2025-04-07,Day,TR004,27,1242
2025-04-07,Day,TR005,33,1518
2025-04-07,Day,TR006,27,1647
2025-04-07,Day,TR007,23,1242
2025-04-07,Day,TR008,14,686
2025-04-07,Day,TR009,31,1581
2025-04-07,Day,TR010,12,708
2025-04-07,Day,TR011,27,1242
2025-04-07,Day,TR012,13,611
2025-04-07,Day,TR013,13,741
2025-04-07,Day,TR014,15,855
2025-04-07,Day,TR015,16,1024
2025-04-07,Day,TR016,28,1456
2025-04-07,Day,TR017,21,966
2025-04-07,Day,TR018,13,715
2025-04-07,Day,TR019,12,684
2025-04-07,Day,TR020,20,940
2025-04-07,Night,TR001,24,1344
2025-04-07,Night,TR002,29,1392
2025-04-07,Night,TR003,24,1464
2025-04-07,Night,TR004,18,1098
2025-04-07,Night,TR005,28,1484
2025-04-07,Night,TR006,32,2048
2025-04-07,Night,TR007,17,1088
2025-04-07,Night,TR008,12,564
2025-04-07,Night,TR009,12,624
2025-04-07,Night,TR010,33,1881
2025-04-07,Night,TR011,26,1196
2025-04-07,Night,TR012,23,1196
2025-04-07,Night,TR013,23,1150
2025-04-07,Night,TR014,16,1024
2025-04-07,Night,TR015,24,1272
2025-04-07,Night,TR016,13,780
2025-04-07,Night,TR017,22,1144
2025-04-07,Night,TR018,27,1269
2025-04-07,Night,TR019,24,1488
2025-04-07,Night,TR020,22,990
2025-04-08,Day,TR001,17,782
2025-04-08,Day,TR002,23,1196
2025-04-08,Day,TR003,15,870
2025-04-08,Day,TR004,16,816
2025-04-08,Day,TR005,34,1564
2025-04-08,Day,TR006,17,867
2025-04-08,Day,TR007,23,1127
2025-04-08,Day,TR008,34,1530
2025-04-08,Day,TR009,33,1815
2025-04-08,Day,TR010,12,564
2025-04-08,Day,TR011,14,700
2025-04-08,Day,TR012,19,1083
2025-04-08,Day,TR013,19,1121
2025-04-08,Day,TR014,18,900
2025-04-08,Day,TR015,18,918
2025-04-08,Day,TR016,31,1519
2025-04-08,Day,TR017,18,1152
2025-04-08,Day,TR018,27,1296
2025-04-08,Day,TR019,31,1488
2025-04-08,Day,TR020,15,795
2025-04-08,Night,TR001,27,1296
2025-04-08,Night,TR002,29,1392
2025-04-08,Night,TR003,29,1334
2025-04-08,Night,TR004,22,1254
2025-04-08,Night,TR005,18,1026
2025-04-08,Night,TR006,27,1566
2025-04-08,Night,TR007,21,1260
2025-04-08,Night,TR008,28,1428
2025-04-08,Night,TR009,28,1764
2025-04-08,Night,TR010,30,1770
2025-04-08,Night,TR011,29,1769
2025-04-08,Night,TR012,18,1062
2025-04-08,Night,TR013,16,832
2025-04-08,Night,TR014,33,1650
2025-04-08,Night,TR015,31,1643
2025-04-08,Night,TR016,16,736
2025-04-08,Night,TR017,24,1296
2025-04-08,Night,TR018,23,1035
2025-04-08,Night,TR019,18,810
2025-04-08,Night,TR020,18,1134
2025-04-09,Day,TR001,15,870
2025-04-09,Day,TR002,12,672
2025-04-09,Day,TR003,33,1683
2025-04-09,Day,TR004,16,896
2025-04-09,Day,TR005,18,1116
2025-04-09,Day,TR006,31,1798
2025-04-09,Day,TR007,26,1482
2025-04-09,Day,TR008,28,1512
2025-04-09,Day,TR009,34,1734
2025-04-09,Day,TR010,12,696
2025-04-09,Day,TR011,27,1728
2025-04-09,Day,TR012,21,1113
2025-04-09,Day,TR013,24,1248
2025-04-09,Day,TR014,30,1590
2025-04-09,Day,TR015,30,1590
2025-04-09,Day,TR016,17,1088
2025-04-09,Day,TR017,24,1416
2025-04-09,Day,TR018,25,1300
2025-04-09,Day,TR019,34,1768
2025-04-09,Day,TR020,34,1802
2025-04-09,Night,TR001,12,540
2025-04-09,Night,TR002,34,1870
2025-04-09,Night,TR003,20,1220
2025-04-09,Night,TR004,26,1508
2025-04-09,Night,TR005,27,1296
2025-04-09,Night,TR006,14,826
2025-04-09,Night,TR007,12,708
2025-04-09,Night,TR008,14,700
2025-04-09,Night,TR009,28,1596
2025-04-09,Night,TR010,29,1653
2025-04-09,Night,TR011,13,793
2025-04-09,Night,TR012,16,752
2025-04-09,Night,TR013,32,1536
2025-04-09,Night,TR014,24,1296
2025-04-09,Night,TR015,29,1305
2025-04-09,Night,TR016,14,742
2025-04-09,Night,TR017,22,1320
2025-04-09,Night,TR018,25,1175
2025-04-09,Night,TR019,34,1836
2025-04-09,Night,TR020,34,2176
2025-04-10,Day,TR001,13,715
2025-04-10,Day,TR002,21,1134
2025-04-10,Day,TR003,19,1064
2025-04-10,Day,TR004,23,1104
2025-04-10,Day,TR005,18,846
2025-04-10,Day,TR006,31,1798
2025-04-10,Day,TR007,20,1040
2025-04-10,Day,TR008,13,650
2025-04-10,Day,TR009,33,1485
2025-04-10,Day,TR010,15,915
2025-04-10,Day,TR011,23,1035
2025-04-10,Day,TR012,23,1357
2025-04-10,Day,TR013,19,988
2025-04-10,Day,TR014,26,1456
2025-04-10,Day,TR015,32,1568
2025-04-10,Day,TR016,18,864
2025-04-10,Day,TR017,27,1485
2025-04-10,Day,TR018,19,1102
2025-04-10,Day,TR019,20,960
2025-04-10,Day,TR020,24,1272
2025-04-10,Night,TR001,21,1113
2025-04-10,Night,TR002,33,1617
2025-04-10,Night,TR003,18,1008
2025-04-10,Night,TR004,13,611
2025-04-10,Night,TR005,25,1375
2025-04-10,Night,TR006,27,1269
2025-04-10,Night,TR007,31,1674
2025-04-10,Night,TR008,15,765
2025-04-10,Night,TR009,17,918
2025-04-10,Night,TR010,22,1166
2025-04-10,Night,TR011,22,1386
2025-04-10,Night,TR012,34,1836
2025-04-10,Night,TR013,34,2074
2025-04-10,Night,TR014,30,1470
2025-04-10,Night,TR015,22,1144
2025-04-10,Night,TR016,14,644
2025-04-10,Night,TR017,26,1378
2025-04-10,Night,TR018,30,1740
2025-04-10,Night,TR019,13,793
2025-04-10,Night,TR020,23,1288
2025-04-11,Day,TR001,34,1938
2025-04-11,Day,TR002,12,576
2025-04-11,Day,TR003,21,945
2025-04-11,Day,TR004,15,900
2025-04-11,Day,TR005,15,720
2025-04-11,Day,TR006,23,1058
2025-04-11,Day,TR007,17,1071
2025-04-11,Day,TR008,26,1664
2025-04-11,Day,TR009,20,1140
2025-04-11,Day,TR010,17,884
2025-04-11,Day,TR011,16,976
2025-04-11,Day,TR012,16,784
2025-04-11,Day,TR013,22,1166
2025-04-11,Day,TR014,19,988
2025-04-11,Day,TR015,18,1134
2025-04-11,Day,TR016,25,1575
2025-04-11,Day,TR017,34,1972
2025-04-11,Day,TR018,30,1410
2025-04-11,Day,TR019,33,1782
2025-04-11,Day,TR020,28,1372
2025-04-11,Night,TR001,14,868
2025-04-11,Night,TR002,22,1034
2025-04-11,Night,TR003,27,1242
2025-04-11,Night,TR004,22,1298
2025-04-11,Night,TR005,28,1512
2025-04-11,Night,TR006,20,1220
2025-04-11,Night,TR007,16,736
2025-04-11,Night,TR008,15,915
2025-04-11,Night,TR009,22,990
2025-04-11,Night,TR010,15,675
2025-04-11,Night,TR011,30,1620
2025-04-11,Night,TR012,13,637
2025-04-11,Night,TR013,26,1456
2025-04-11,Night,TR014,30,1350
2025-04-11,Night,TR015,13,585
2025-04-11,Night,TR016,21,1239
2025-04-11,Night,TR017,27,1323
2025-04-11,Night,TR018,27,1566
2025-04-11,Night,TR019,16,944
2025-04-11,Night,TR020,21,966
2025-04-12,Day,TR001,20,1200
2025-04-12,Day,TR002,28,1400
2025-04-12,Day,TR003,29,1508
2025-04-12,Day,TR004,22,1012
2025-04-12,Day,TR005,34,2074
2025-04-12,Day,TR006,16,896
2025-04-12,Day,TR007,29,1595
2025-04-12,Day,TR008,16,1024
2025-04-12,Day,TR009,18,918
2025-04-12,Day,TR010,20,1240
2025-04-12,Day,TR011,23,1357
2025-04-12,Day,TR012,32,2016
2025-04-12,Day,TR013,31,1953
2025-04-12,Day,TR014,33,2112
2025-04-12,Day,TR015,26,1222
2025-04-12,Day,TR016,14,840
2025-04-12,Day,TR017,19,1159
2025-04-12,Day,TR018,33,1881
2025-04-12,Day,TR019,29,1450
2025-04-12,Day,TR020,21,1344
2025-04-12,Night,TR001,30,1470
2025-04-12,Night,TR002,33,1782
2025-04-12,Night,TR003,31,1705
2025-04-12,Night,TR004,25,1200
2025-04-12,Night,TR005,19,1121
2025-04-12,Night,TR006,31,1426
2025-04-12,Night,TR007,13,754
2025-04-12,Night,TR008,22,1342
2025-04-12,Night,TR009,13,663
2025-04-12,Night,TR010,12,708
2025-04-12,Night,TR011,31,1488
2025-04-12,Night,TR012,19,1159
2025-04-12,Night,TR013,12,768
2025-04-12,Night,TR014,32,1536
2025-04-12,Night,TR015,15,870
2025-04-12,Night,TR016,12,660
2025-04-12,Night,TR017,13,715
2025-04-12,Night,TR018,20,1180
2025-04-12,Night,TR019,32,1728
2025-04-12,Night,TR020,26,1482
2025-04-13,Day,TR001,34,1666
2025-04-13,Day,TR002,17,884
2025-04-13,Day,TR003,28,1736
2025-04-13,Day,TR004,18,846
2025-04-13,Day,TR005,25,1400
2025-04-13,Day,TR006,20,960
2025-04-13,Day,TR007,31,1891
2025-04-13,Day,TR008,29,1624
2025-04-13,Day,TR009,18,954
2025-04-13,Day,TR010,13,637
2025-04-13,Day,TR011,22,1166
2025-04-13,Day,TR012,13,832
2025-04-13,Day,TR013,18,990
2025-04-13,Day,TR014,22,1188
2025-04-13,Day,TR015,31,1829
2025-04-13,Day,TR016,31,1612
2025-04-13,Day,TR017,18,954
2025-04-13,Day,TR018,24,1224
2025-04-13,Day,TR019,22,1056
2025-04-13,Day,TR020,25,1475
2025-04-13,Night,TR001,24,1488
2025-04-13,Night,TR002,34,2142
2025-04-13,Night,TR003,14,868
2025-04-13,Night,TR004,19,1026
2025-04-13,Night,TR005,21,1050
2025-04-13,Night,TR006,32,1824
2025-04-13,Night,TR007,34,2176
2025-04-13,Night,TR008,21,1239
2025-04-13,Night,TR009,23,1242
2025-04-13,Night,TR010,29,1682
2025-04-13,Night,TR011,32,1920
2025-04-13,Night,TR012,26,1638
2025-04-13,Night,TR013,14,840
2025-04-13,Night,TR014,21,1113
2025-04-13,Night,TR015,29,1450
2025-04-13,Night,TR016,32,1728
2025-04-13,Night,TR017,20,1020
2025-04-13,Night,TR018,21,1323
2025-04-13,Night,TR019,14,770
2025-04-13,Night,TR020,31,1674
2025-04-14,Day,TR001,25,1275
2025-04-14,Day,TR002,15,855
2025-04-14,Day,TR003,33,1815
2025-04-14,Day,TR004,21,987
2025-04-14,Day,TR005,33,2046
2025-04-14,Day,TR006,32,1664
2025-04-14,Day,TR007,26,1378
2025-04-14,Day,TR008,17,833
2025-04-14,Day,TR009,20,1120
2025-04-14,Day,TR010,14,826
2025-04-14,Day,TR011,22,1364
2025-04-14,Day,TR012,18,828
2025-04-14,Day,TR013,19,1216
2025-04-14,Day,TR014,19,1121
2025-04-14,Day,TR015,31,1550
2025-04-14,Day,TR016,26,1274
2025-04-14,Day,TR017,20,1000
2025-04-14,Day,TR018,27,1674
2025-04-14,Day,TR019,17,850
2025-04-14,Day,TR020,30,1620
2025-04-14,Night,TR001,23,1357
2025-04-14,Night,TR002,15,930
2025-04-14,Night,TR003,20,1160
2025-04-14,Night,TR004,21,1260
2025-04-14,Night,TR005,26,1248
2025-04-14,Night,TR006,16,992
2025-04-14,Night,TR007,23,1150
2025-04-14,Night,TR008,15,705
2025-04-14,Night,TR009,33,2112
2025-04-14,Night,TR010,21,1029
2025-04-14,Night,TR011,21,987
2025-04-14,Night,TR012,24,1368
2025-04-14,Night,TR013,34,1734
2025-04-14,Night,TR014,16,752
2025-04-14,Night,TR015,20,1140
2025-04-14,Night,TR016,13,780
2025-04-14,Night,TR017,22,1320
2025-04-14,Night,TR018,22,1056
2025-04-14,Night,TR019,12,672
2025-04-14,Night,TR020,24,1464
2025-04-15,Day,TR001,32,1536
2025-04-15,Day,TR002,19,931
2025-04-15,Day,TR003,14,630
2025-04-15,Day,TR004,13,715
2025-04-15,Day,TR005,15,720
2025-04-15,Day,TR006,14,826
2025-04-15,Day,TR007,26,1664
2025-04-15,Day,TR008,14,686
2025-04-15,Day,TR009,22,1254
2025-04-15,Day,TR010,14,686
2025-04-15,Day,TR011,21,945
2025-04-15,Day,TR012,21,1260
2025-04-15,Day,TR013,24,1272
2025-04-15,Day,TR014,23,1449
