Date,Equipment_ID,Reason,Downtime_Hours
2025-03-10,TR011,Maintenance,7.7
2025-03-10,TR019,Breakdown,3.7
2025-03-10,EX001,Maintenance,1.3
2025-03-10,EX003,Maintenance,3.2
2025-03-10,DR003,Operator Delay,4.9
2025-03-11,TR002,Weather,4.5
2025-03-11,TR005,Breakdown,1.8
2025-03-11,TR007,Maintenance,5.9
2025-03-11,TR009,Refueling,7.0
2025-03-11,TR014,Refueling,0.6
2025-03-11,TR020,Refueling,2.3
2025-03-11,EX001,Breakdown,1.5
2025-03-11,EX003,Refueling,7.0
2025-03-12,TR001,Weather,5.3
2025-03-12,TR002,Refueling,2.8
2025-03-12,TR006,Refueling,0.5
2025-03-12,TR007,Operator Delay,6.8
2025-03-12,TR008,Operator Delay,0.5
2025-03-12,TR009,Maintenance,1.6
2025-03-12,TR010,Maintenance,7.3
2025-03-12,TR011,Weather,7.0
2025-03-12,TR013,Breakdown,2.0
2025-03-12,TR016,Maintenance,0.9
2025-03-12,TR017,Weather,1.2
2025-03-12,EX001,Operator Delay,3.9
2025-03-12,DR001,Maintenance,5.1
2025-03-13,TR003,Operator Delay,1.9
2025-03-13,TR009,Weather,4.2
2025-03-13,TR010,Weather,1.9
2025-03-13,TR011,Maintenance,7.6
2025-03-13,TR017,Breakdown,2.4
2025-03-13,EX002,Breakdown,6.1
2025-03-14,TR011,Maintenance,2.1
2025-03-14,TR012,Maintenance,1.4
2025-03-14,TR014,Operator Delay,1.0
2025-03-14,TR019,Weather,1.6
2025-03-14,TR020,Weather,0.7
2025-03-14,EX001,Refueling,5.4
2025-03-14,EX002,Operator Delay,7.3
2025-03-14,EX004,Operator Delay,2.7
2025-03-14,DR002,Weather,2.0
2025-03-14,DR003,Maintenance,4.9
2025-03-15,TR002,Weather,3.0
2025-03-15,TR003,Refueling,5.6
2025-03-15,TR006,Maintenance,7.2
2025-03-15,TR008,Operator Delay,5.9
2025-03-15,TR011,Refueling,6.5
2025-03-15,TR014,Breakdown,6.0
2025-03-15,TR020,Maintenance,5.1
2025-03-15,EX005,Refueling,3.0
2025-03-16,TR010,Breakdown,4.4
2025-03-16,TR012,Operator Delay,7.9
2025-03-16,TR014,Refueling,0.6
2025-03-16,TR015,Breakdown,6.4
2025-03-16,TR017,Maintenance,4.2
2025-03-16,EX003,Maintenance,0.7
2025-03-16,DR001,Operator Delay,4.6
2025-03-17,TR003,Refueling,1.4
2025-03-17,TR004,Weather,6.9
2025-03-17,TR007,Breakdown,2.7
2025-03-17,TR009,Refueling,4.4
2025-03-17,TR011,Breakdown,3.5
2025-03-17,TR015,Weather,0.7
2025-03-17,TR016,Operator Delay,4.4
2025-03-17,TR017,Breakdown,0.6
2025-03-17,TR018,Breakdown,5.9
2025-03-17,EX001,Weather,4.4
2025-03-17,EX002,Weather,1.9
2025-03-17,DR003,Refueling,7.4
2025-03-18,TR002,Breakdown,2.8
2025-03-18,TR006,Breakdown,7.4
2025-03-18,TR007,Breakdown,7.6
2025-03-18,TR011,Maintenance,1.1
2025-03-18,TR012,Refueling,5.8
2025-03-18,TR016,Maintenance,1.1
2025-03-18,DR003,Refueling,3.3
2025-03-19,TR004,Refueling,1.8
2025-03-19,TR007,Maintenance,4.5
2025-03-19,TR008,Weather,0.7
2025-03-19,TR009,Operator Delay,2.6
2025-03-19,TR010,Refueling,3.7
2025-03-19,TR019,Breakdown,7.2
2025-03-19,TR020,Weather,2.8
2025-03-19,EX003,Breakdown,2.2
2025-03-20,TR004,Refueling,2.1
2025-03-20,TR006,Operator Delay,2.2
2025-03-20,TR007,Refueling,2.3
2025-03-20,TR008,Weather,4.9
2025-03-20,TR009,Breakdown,6.5
2025-03-20,TR013,Maintenance,6.8
2025-03-20,TR015,Breakdown,5.6
2025-03-20,TR016,Refueling,2.2
2025-03-20,TR020,Breakdown,1.2
2025-03-20,EX001,Operator Delay,6.9
2025-03-20,EX003,Weather,1.0
2025-03-20,EX004,Maintenance,4.4
2025-03-21,TR003,Refueling,3.7
2025-03-21,TR005,Refueling,7.6
2025-03-21,TR008,Operator Delay,6.1
2025-03-21,TR011,Weather,3.3
2025-03-21,TR013,Refueling,2.4
2025-03-21,TR017,Breakdown,4.0
2025-03-21,TR018,Refueling,2.3
2025-03-21,EX001,Weather,4.2
2025-03-21,EX005,Weather,1.3
2025-03-21,DR001,Maintenance,4.6
2025-03-21,DR002,Refueling,6.4
2025-03-22,TR002,Breakdown,5.9
2025-03-22,TR003,Operator Delay,2.5
2025-03-22,TR004,Operator Delay,2.7
2025-03-22,TR005,Operator Delay,3.3
2025-03-22,TR015,Maintenance,5.4
2025-03-22,TR018,Operator Delay,5.7
2025-03-22,TR019,Refueling,1.0
2025-03-22,TR020,Maintenance,2.0
2025-03-23,TR003,Refueling,1.6
2025-03-23,TR007,Weather,4.3
2025-03-23,TR011,Operator Delay,7.9
2025-03-23,TR015,Refueling,2.4
2025-03-23,TR016,Refueling,7.7
2025-03-24,TR005,Weather,4.1
2025-03-24,TR006,Refueling,2.3
2025-03-24,TR015,Breakdown,7.4
2025-03-24,TR017,Maintenance,3.0
2025-03-24,TR020,Maintenance,2.2
2025-03-24,EX004,Refueling,8.0
2025-03-24,EX005,Operator Delay,4.5
2025-03-24,DR002,Breakdown,7.7
2025-03-25,TR001,Refueling,1.2
2025-03-25,TR003,Refueling,1.6
2025-03-25,TR006,Weather,6.3
2025-03-25,TR008,Weather,5.2
2025-03-25,TR011,Refueling,0.7
2025-03-25,TR016,Weather,7.5
2025-03-25,TR017,Breakdown,7.3
2025-03-25,TR018,Operator Delay,2.2
2025-03-25,TR020,Breakdown,7.3
2025-03-25,EX002,Operator Delay,3.4
2025-03-26,TR003,Operator Delay,2.4
2025-03-26,TR006,Maintenance,6.4
2025-03-26,TR007,Refueling,7.4
2025-03-26,TR011,Breakdown,6.0
2025-03-26,TR013,Weather,5.4
2025-03-26,TR016,Weather,0.8
2025-03-26,TR018,Weather,7.5
2025-03-26,EX002,Refueling,1.2
2025-03-26,EX005,Breakdown,6.2
2025-03-26,DR001,Operator Delay,5.4
2025-03-27,TR003,Maintenance,2.6
2025-03-27,TR006,Operator Delay,1.4
2025-03-27,TR012,Maintenance,1.6
2025-03-27,TR013,Breakdown,7.8
2025-03-27,TR015,Breakdown,4.4
2025-03-27,TR018,Operator Delay,1.1
2025-03-27,EX003,Maintenance,1.2
2025-03-27,EX004,Maintenance,4.2
2025-03-27,EX005,Operator Delay,1.0
2025-03-27,DR003,Breakdown,3.1
2025-03-28,TR001,Operator Delay,3.0
2025-03-28,TR005,Weather,3.4
2025-03-28,TR009,Weather,2.7
2025-03-28,TR010,Operator Delay,3.7
2025-03-28,TR012,Operator Delay,3.1
2025-03-28,TR013,Breakdown,6.3
2025-03-28,TR014,Breakdown,1.8
2025-03-28,TR016,Refueling,7.9
2025-03-28,TR018,Refueling,4.2
2025-03-28,EX001,Refueling,1.6
2025-03-28,EX005,Breakdown,6.3
2025-03-28,DR001,Maintenance,5.4
2025-03-28,DR002,Breakdown,7.4
2025-03-29,TR001,Breakdown,2.1
2025-03-29,TR003,Breakdown,6.1
2025-03-29,TR004,Maintenance,1.8
2025-03-29,TR007,Weather,2.3
2025-03-29,TR013,Weather,7.3
2025-03-29,TR018,Refueling,2.6
2025-03-29,DR001,Weather,4.1
2025-03-30,TR011,Weather,4.1
2025-03-30,TR017,Maintenance,3.1
2025-03-30,TR019,Operator Delay,7.5
2025-03-30,EX001,Operator Delay,5.7
2025-03-30,EX005,Operator Delay,7.0
2025-03-30,DR003,Operator Delay,2.5
2025-03-31,TR002,Operator Delay,1.2
2025-03-31,TR003,Maintenance,5.4
2025-03-31,TR008,Operator Delay,6.3
2025-03-31,TR013,Weather,3.7
2025-03-31,TR015,Weather,2.3
2025-03-31,TR016,Refueling,2.1
2025-03-31,TR018,Weather,3.7
2025-03-31,DR001,Weather,7.0
2025-03-31,DR002,Weather,2.1
2025-04-01,TR003,Breakdown,5.9
2025-04-01,TR006,Refueling,0.6
2025-04-01,TR008,Breakdown,2.6
2025-04-01,TR010,Maintenance,3.7
2025-04-01,TR015,Breakdown,2.4
2025-04-01,EX001,Breakdown,8.0
2025-04-01,EX003,Breakdown,7.7
2025-04-01,DR001,Maintenance,7.9
2025-04-02,TR001,Operator Delay,4.7
2025-04-02,TR010,Refueling,2.7
2025-04-02,TR012,Operator Delay,3.4
2025-04-02,TR014,Weather,4.2
2025-04-02,TR015,Breakdown,2.6
2025-04-02,EX002,Operator Delay,2.8
2025-04-02,DR002,Maintenance,5.3
2025-04-03,TR003,Breakdown,1.0
2025-04-03,TR010,Operator Delay,2.1
2025-04-03,TR011,Weather,4.2
2025-04-03,TR013,Refueling,5.3
2025-04-03,TR014,Operator Delay,5.8
2025-04-03,TR015,Weather,5.2
2025-04-03,TR019,Weather,4.1
2025-04-03,TR020,Refueling,4.0
2025-04-03,EX001,Breakdown,4.0
2025-04-04,TR008,Refueling,4.7
2025-04-04,TR009,Breakdown,1.7
2025-04-04,TR012,Refueling,5.5
2025-04-04,TR015,Weather,8.0
2025-04-04,TR018,Operator Delay,7.0
2025-04-04,EX003,Weather,0.8
2025-04-04,EX004,Refueling,1.0
2025-04-04,DR002,Maintenance,6.5
2025-04-05,TR001,Breakdown,4.1
2025-04-05,TR004,Breakdown,5.5
2025-04-05,TR006,Operator Delay,4.2
2025-04-05,TR007,Operator Delay,7.3
2025-04-05,TR008,Maintenance,5.8
2025-04-05,TR009,Refueling,5.8
2025-04-05,TR010,Refueling,2.6
2025-04-05,TR013,Maintenance,4.1
2025-04-05,TR016,Weather,3.7
2025-04-05,TR017,Maintenance,4.4
2025-04-05,EX004,Maintenance,3.5
2025-04-06,TR007,Weather,6.8
2025-04-06,TR008,Refueling,7.9
2025-04-06,TR009,Operator Delay,2.5
2025-04-06,TR010,Weather,3.7
2025-04-06,TR012,Refueling,1.9
2025-04-06,TR013,Maintenance,1.3
2025-04-06,TR019,Refueling,4.0
2025-04-06,EX001,Weather,0.5
2025-04-06,EX002,Refueling,5.1
2025-04-06,EX004,Breakdown,1.9
2025-04-06,DR001,Refueling,0.9
2025-04-07,TR002,Operator Delay,7.6
2025-04-07,TR003,Breakdown,4.8
2025-04-07,TR004,Maintenance,1.8
2025-04-07,TR005,Breakdown,4.5
2025-04-07,TR008,Operator Delay,3.7
2025-04-07,TR009,Weather,1.2
2025-04-07,TR010,Weather,3.5
2025-04-07,TR011,Breakdown,3.5
2025-04-07,TR014,Maintenance,3.4
2025-04-07,TR016,Weather,0.9
2025-04-07,TR018,Operator Delay,7.1
2025-04-07,EX001,Breakdown,2.5
2025-04-07,EX002,Refueling,3.4
2025-04-07,DR001,Operator Delay,4.7
2025-04-08,TR004,Breakdown,5.0
2025-04-08,TR010,Weather,6.4
2025-04-08,TR016,Maintenance,6.3
2025-04-08,TR017,Refueling,0.6
2025-04-08,TR018,Operator Delay,1.3
2025-04-08,TR019,Breakdown,7.7
2025-04-08,EX005,Operator Delay,7.2
2025-04-09,TR002,Operator Delay,2.4
2025-04-09,TR004,Weather,1.3
2025-04-09,TR013,Breakdown,5.1
2025-04-09,TR016,Refueling,3.1
2025-04-09,TR017,Breakdown,7.9
2025-04-09,EX002,Weather,2.6
2025-04-09,EX005,Maintenance,5.2
2025-04-10,TR004,Operator Delay,6.1
2025-04-10,TR007,Weather,3.9
2025-04-10,TR011,Breakdown,5.0
2025-04-10,TR015,Maintenance,6.2
2025-04-10,TR018,Refueling,6.0
2025-04-10,TR019,Refueling,2.8
2025-04-10,DR002,Breakdown,6.0
2025-04-10,DR003,Breakdown,1.8
2025-04-11,TR001,Breakdown,2.4
2025-04-11,TR002,Maintenance,7.5
2025-04-11,TR005,Weather,7.2
2025-04-11,TR011,Breakdown,6.7
2025-04-11,TR012,Weather,1.5
2025-04-11,TR017,Weather,7.0
2025-04-11,DR003,Weather,5.4
2025-04-12,TR004,Breakdown,2.3
2025-04-12,TR005,Breakdown,5.2
2025-04-12,TR008,Breakdown,6.6
2025-04-12,TR010,Refueling,7.9
2025-04-12,TR013,Operator Delay,2.0
2025-04-12,TR014,Maintenance,5.9
2025-04-12,TR015,Breakdown,5.6
2025-04-12,TR018,Weather,3.8
2025-04-12,TR019,Breakdown,3.3
2025-04-12,EX002,Refueling,7.0
2025-04-12,DR002,Maintenance,7.2
2025-04-12,DR003,Breakdown,2.2
2025-04-13,TR011,Operator Delay,5.4
2025-04-13,TR012,Maintenance,3.4
2025-04-13,TR014,Operator Delay,4.0
2025-04-13,TR015,Weather,1.4
2025-04-13,TR017,Refueling,6.5
2025-04-13,TR018,Operator Delay,1.8
2025-04-13,TR020,Weather,4.6
2025-04-13,EX001,Refueling,3.6
2025-04-13,EX003,Refueling,2.4
2025-04-13,DR003,Breakdown,3.9
2025-04-14,TR003,Refueling,4.8
2025-04-14,TR005,Operator Delay,5.2
2025-04-14,TR006,Weather,2.9
2025-04-14,TR011,Weather,1.2
2025-04-14,TR014,Maintenance,3.9
2025-04-14,EX004,Refueling,3.4
2025-04-14,EX005,Weather,4.7
2025-04-14,DR001,Operator Delay,6.6
2025-04-15,TR003,Weather,7.6
2025-04-15,TR004,Refueling,0.7
2025-04-15,TR005,Refueling,2.9
2025-04-15,TR010,Operator Delay,3.6
2025-04-15,TR014,Refueling,5.6
2025-04-15,TR019,Maintenance,5.1
2025-04-15,TR020,Weather,6.5
2025-04-15,EX001,Refueling,4.4
2025-04-15,EX005,Operator Delay,6.6
2025-04-16,TR002,Maintenance,4.7
2025-04-16,TR003,Maintenance,3.0
2025-04-16,TR004,Operator Delay,4.0
2025-04-16,TR015,Weather,7.8
2025-04-16,TR017,Operator Delay,5.8
2025-04-16,TR018,Weather,2.5
2025-04-16,EX001,Breakdown,5.1
2025-04-16,EX005,Breakdown,2.0
2025-04-16,DR001,Operator Delay,1.4
2025-04-17,TR001,Weather,7.4
2025-04-17,TR008,Maintenance,6.7
2025-04-17,TR013,Weather,3.0
2025-04-17,TR014,Weather,4.6
2025-04-17,TR015,Refueling,5.1
2025-04-17,TR017,Maintenance,5.8
2025-04-17,TR018,Refueling,7.7
2025-04-17,TR019,Refueling,3.7
2025-04-17,TR020,Breakdown,4.8
2025-04-17,EX001,Operator Delay,7.9
2025-04-17,EX002,Breakdown,3.6
2025-04-17,EX003,Breakdown,2.0
2025-04-17,EX004,Refueling,7.1
2025-04-17,EX005,Breakdown,4.8
2025-04-17,DR002,Refueling,7.7
2025-04-17,DR003,Breakdown,6.2
2025-04-18,TR001,Breakdown,3.1
2025-04-18,TR003,Breakdown,4.2
2025-04-18,TR009,Maintenance,3.0
2025-04-18,TR010,Maintenance,1.8
2025-04-18,TR012,Weather,0.9
2025-04-18,TR013,Breakdown,5.7
2025-04-18,TR017,Weather,7.0
2025-04-18,TR019,Operator Delay,4.1
2025-04-18,TR020,Breakdown,5.0
2025-04-18,EX001,Refueling,4.3
2025-04-18,EX003,Refueling,5.1
2025-04-18,EX005,Maintenance,2.4
2025-04-19,TR002,Weather,6.7
2025-04-19,TR004,Weather,0.9
2025-04-19,TR005,Refueling,6.8
2025-04-19,TR006,Refueling,0.6
2025-04-19,TR008,Breakdown,3.3
2025-04-19,TR009,Weather,2.7
2025-04-19,TR014,Maintenance,1.9
2025-04-19,TR018,Weather,2.7
2025-04-19,EX001,Operator Delay,1.4
2025-04-19,EX002,Breakdown,4.5
2025-04-19,DR002,Maintenance,7.5
2025-04-20,TR001,Operator Delay,4.3
2025-04-20,TR002,Refueling,6.0
2025-04-20,TR003,Breakdown,2.5
2025-04-20,TR005,Breakdown,0.8
2025-04-20,TR007,Maintenance,3.9
2025-04-20,TR008,Weather,2.3
2025-04-20,TR009,Weather,6.7
2025-04-20,TR010,Weather,1.7
2025-04-20,TR011,Weather,2.9
2025-04-20,TR014,Operator Delay,3.6
2025-04-20,TR016,Operator Delay,4.5
2025-04-20,TR017,Weather,6.3
2025-04-20,TR018,Refueling,4.9
2025-04-20,TR020,Maintenance,5.0
2025-04-20,EX001,Weather,3.6
2025-04-20,EX005,Operator Delay,8.0
2025-04-20,DR001,Weather,5.6
2025-04-21,TR005,Operator Delay,2.2
2025-04-21,TR007,Breakdown,3.0
2025-04-21,TR012,Refueling,3.0
2025-04-21,TR020,Weather,5.1
2025-04-21,EX002,Breakdown,7.2
2025-04-21,EX003,Maintenance,6.4
2025-04-22,TR004,Operator Delay,4.7
2025-04-22,TR005,Breakdown,3.3
2025-04-22,TR006,Operator Delay,3.2
2025-04-22,TR009,Weather,5.8
2025-04-22,TR011,Breakdown,5.4
2025-04-22,TR013,Breakdown,0.7
2025-04-22,TR018,Weather,6.1
2025-04-22,EX002,Maintenance,1.9
2025-04-22,DR001,Breakdown,4.2
2025-04-23,TR002,Maintenance,7.6
2025-04-23,TR009,Breakdown,2.8
2025-04-23,TR012,Weather,1.2
2025-04-23,TR015,Refueling,1.8
2025-04-23,TR020,Maintenance,5.1
2025-04-23,EX002,Maintenance,1.6
2025-04-23,EX003,Breakdown,5.6
2025-04-23,EX005,Maintenance,4.3
2025-04-23,DR003,Breakdown,2.4
2025-04-24,TR005,Maintenance,2.3
2025-04-24,TR006,Maintenance,2.1
2025-04-24,TR014,Breakdown,7.8
2025-04-24,TR016,Maintenance,6.4
2025-04-24,TR020,Weather,3.3
2025-04-24,EX001,Weather,3.6
2025-04-24,EX005,Breakdown,4.0
2025-04-25,TR001,Refueling,7.5
2025-04-25,TR002,Breakdown,3.1
2025-04-25,TR003,Operator Delay,6.0
2025-04-25,TR006,Weather,2.9
2025-04-25,TR011,Breakdown,2.9
2025-04-25,TR013,Refueling,4.8
2025-04-25,TR015,Weather,1.6
2025-04-25,TR017,Refueling,5.6
2025-04-25,EX004,Operator Delay,1.1
2025-04-25,EX005,Operator Delay,3.9
2025-04-26,TR003,Breakdown,1.1
2025-04-26,TR004,Maintenance,7.9
2025-04-26,TR005,Maintenance,3.7
2025-04-26,TR006,Maintenance,4.6
2025-04-26,TR012,Weather,5.1
2025-04-26,TR014,Operator Delay,6.0
2025-04-26,TR017,Refueling,6.0
2025-04-26,EX001,Breakdown,6.3
2025-04-26,EX005,Refueling,1.4
2025-04-26,DR001,Maintenance,5.4
2025-04-26,DR002,Refueling,2.4
2025-04-27,TR002,Refueling,4.7
2025-04-27,TR005,Weather,1.6
2025-04-27,TR007,Weather,7.5
2025-04-27,TR009,Breakdown,5.7
2025-04-27,TR010,Refueling,6.5
2025-04-27,TR013,Breakdown,1.8
2025-04-27,TR015,Maintenance,4.0
2025-04-27,EX003,Refueling,3.8
2025-04-27,EX004,Maintenance,3.0
2025-04-27,EX005,Maintenance,3.1
2025-04-27,DR001,Weather,5.1
2025-04-27,DR002,Refueling,2.3
2025-04-28,TR002,Weather,6.6
2025-04-28,TR007,Operator Delay,2.0
2025-04-28,TR010,Breakdown,4.5
2025-04-28,TR012,Weather,2.5
2025-04-28,TR013,Breakdown,4.2
2025-04-28,TR016,Operator Delay,2.1
2025-04-28,TR018,Operator Delay,6.5
2025-04-28,TR020,Refueling,3.8
2025-04-28,EX003,Operator Delay,4.2
2025-04-28,EX004,Operator Delay,0.8
2025-04-29,TR001,Operator Delay,7.4
2025-04-29,TR004,Operator Delay,5.5
2025-04-29,TR005,Weather,7.5
2025-04-29,TR008,Operator Delay,2.3
2025-04-29,TR009,Weather,1.6
2025-04-29,TR010,Maintenance,1.7
2025-04-29,TR011,Operator Delay,4.5
2025-04-29,TR015,Operator Delay,5.2
2025-04-29,TR016,Weather,1.6
2025-04-29,TR018,Weather,2.2
2025-04-29,EX004,Maintenance,3.1
2025-04-30,TR005,Operator Delay,1.2
2025-04-30,TR006,Maintenance,2.8
2025-04-30,TR014,Maintenance,6.1
2025-04-30,TR015,Weather,6.9
2025-04-30,TR016,Refueling,7.1
2025-04-30,TR020,Weather,5.7
2025-04-30,EX002,Breakdown,7.8
2025-04-30,EX003,Breakdown,7.2
2025-04-30,EX004,Maintenance,4.7
2025-04-30,DR002,Maintenance,4.2
2025-05-01,TR004,Weather,2.2
2025-05-01,TR007,Maintenance,2.0
2025-05-01,TR009,Refueling,5.5
2025-05-01,TR015,Maintenance,2.5
2025-05-01,TR019,Weather,0.6
2025-05-01,DR001,Refueling,1.5
2025-05-01,DR003,Maintenance,2.0
2025-05-02,TR001,Breakdown,4.1
2025-05-02,TR005,Operator Delay,3.9
2025-05-02,TR009,Operator Delay,6.7
2025-05-02,TR013,Weather,6.2
2025-05-02,TR015,Breakdown,1.7
2025-05-02,TR016,Weather,4.0
2025-05-02,TR017,Breakdown,4.4
2025-05-02,EX001,Breakdown,1.5
2025-05-02,EX002,Breakdown,4.4
2025-05-02,EX003,Refueling,7.7
2025-05-02,EX004,Operator Delay,0.6
2025-05-02,DR002,Weather,2.3
2025-05-03,TR002,Operator Delay,2.5
2025-05-03,TR010,Breakdown,4.8
2025-05-03,TR011,Maintenance,0.8
2025-05-03,TR012,Operator Delay,5.7
2025-05-03,EX005,Refueling,0.9
2025-05-03,DR001,Maintenance,1.8
2025-05-03,DR003,Operator Delay,0.9
2025-05-04,TR002,Refueling,0.9
2025-05-04,TR004,Breakdown,4.7
2025-05-04,TR005,Maintenance,0.7
2025-05-04,TR006,Breakdown,6.5
2025-05-04,TR010,Weather,6.1
2025-05-04,TR013,Refueling,4.6
2025-05-04,TR016,Weather,7.8
2025-05-04,TR018,Breakdown,1.5
2025-05-04,TR020,Weather,7.6
2025-05-04,EX001,Breakdown,1.9
2025-05-04,EX003,Operator Delay,4.7
2025-05-05,TR003,Breakdown,4.3
2025-05-05,TR004,Breakdown,7.6
2025-05-05,TR005,Maintenance,2.8
2025-05-05,TR006,Maintenance,6.8
2025-05-05,TR012,Weather,7.1
2025-05-05,TR013,Maintenance,2.0
2025-05-05,TR020,Weather,6.7
2025-05-05,EX001,Weather,0.7
2025-05-05,EX002,Refueling,3.2
2025-05-05,EX003,Operator Delay,1.3
2025-05-05,EX004,Maintenance,6.3
2025-05-05,DR001,Breakdown,2.6
2025-05-06,TR001,Breakdown,7.8
2025-05-06,TR002,Weather,5.8
2025-05-06,TR003,Weather,1.1
2025-05-06,TR011,Weather,2.1
2025-05-06,TR012,Refueling,4.4
2025-05-06,TR014,Refueling,7.7
2025-05-06,TR020,Maintenance,6.2
2025-05-06,EX004,Operator Delay,7.9
2025-05-06,DR001,Operator Delay,3.1
2025-05-07,TR001,Maintenance,1.1
2025-05-07,TR002,Breakdown,2.8
2025-05-07,TR005,Weather,3.8
2025-05-07,TR008,Operator Delay,7.8
2025-05-07,TR009,Maintenance,7.3
2025-05-07,TR011,Operator Delay,2.1
2025-05-07,TR012,Breakdown,1.0
2025-05-07,TR013,Breakdown,4.7
2025-05-07,TR014,Refueling,5.8
2025-05-07,TR015,Weather,5.3
2025-05-08,TR001,Weather,4.5
2025-05-08,TR003,Breakdown,7.7
2025-05-08,TR007,Operator Delay,1.4
2025-05-08,TR009,Maintenance,6.1
2025-05-08,TR011,Refueling,5.5
2025-05-08,TR014,Weather,2.4
2025-05-08,TR016,Operator Delay,1.5
2025-05-08,TR020,Operator Delay,6.7
2025-05-09,TR002,Operator Delay,6.5
2025-05-09,TR004,Maintenance,7.8
2025-05-09,TR005,Refueling,7.3
2025-05-09,TR013,Weather,1.7
2025-05-09,TR014,Maintenance,0.9
2025-05-09,TR015,Maintenance,4.9
2025-05-09,TR016,Weather,2.2
2025-05-09,TR017,Maintenance,5.6
2025-05-09,EX003,Operator Delay,5.3
2025-05-09,DR001,Maintenance,7.9
2025-05-10,TR002,Breakdown,2.2
2025-05-10,TR003,Maintenance,7.2
2025-05-10,TR005,Operator Delay,5.1
2025-05-10,TR006,Maintenance,0.9
2025-05-10,TR008,Refueling,0.9
2025-05-10,TR011,Refueling,5.5
2025-05-10,TR016,Weather,1.7
2025-05-10,TR017,Operator Delay,1.6
2025-05-10,EX003,Operator Delay,5.0
2025-05-10,EX004,Maintenance,0.5
2025-05-10,EX005,Refueling,4.4
2025-05-11,TR004,Weather,7.8
2025-05-11,TR006,Operator Delay,4.2
2025-05-11,TR008,Operator Delay,3.0
2025-05-11,TR011,Maintenance,5.5
2025-05-11,TR012,Operator Delay,2.4
2025-05-11,TR013,Weather,3.4
2025-05-11,TR014,Maintenance,6.0
2025-05-11,TR017,Refueling,1.9
2025-05-11,TR019,Weather,6.9
2025-05-11,EX005,Breakdown,0.5
2025-05-12,TR001,Operator Delay,7.2
2025-05-12,TR002,Weather,6.2
2025-05-12,TR003,Refueling,1.0
2025-05-12,TR005,Refueling,3.7
2025-05-12,TR012,Refueling,6.7
2025-05-12,TR017,Breakdown,3.9
2025-05-12,EX002,Refueling,2.9
2025-05-12,EX004,Breakdown,4.4
2025-05-12,EX005,Breakdown,2.8
2025-05-12,DR002,Refueling,2.1
2025-05-13,TR002,Breakdown,5.9
2025-05-13,TR003,Refueling,1.5
2025-05-13,TR007,Operator Delay,6.8
2025-05-13,TR008,Weather,6.3
2025-05-13,TR013,Weather,3.3
2025-05-13,TR019,Weather,7.3
2025-05-13,TR020,Maintenance,1.6
2025-05-13,EX002,Operator Delay,5.8
2025-05-13,DR003,Weather,2.3
2025-05-14,TR003,Maintenance,2.2
2025-05-14,TR004,Maintenance,3.3
2025-05-14,TR009,Weather,5.2
2025-05-14,TR014,Weather,7.3
2025-05-14,TR015,Breakdown,5.2
2025-05-14,EX005,Refueling,6.7
2025-05-15,TR002,Refueling,3.4
2025-05-15,TR003,Maintenance,3.0
2025-05-15,TR005,Breakdown,7.7
2025-05-15,TR006,Refueling,3.6
2025-05-15,TR007,Operator Delay,4.1
2025-05-15,TR015,Operator Delay,6.3
2025-05-15,EX003,Weather,3.3
2025-05-15,DR001,Breakdown,6.2
2025-05-16,TR004,Operator Delay,3.8
2025-05-16,TR005,Operator Delay,7.4
2025-05-16,TR007,Refueling,2.4
2025-05-16,TR009,Operator Delay,1.3
2025-05-16,TR012,Refueling,2.4
2025-05-16,TR013,Breakdown,4.9
2025-05-16,TR014,Maintenance,4.0
2025-05-16,TR015,Weather,6.1
2025-05-16,TR019,Weather,7.7
2025-05-16,EX004,Weather,3.9
2025-05-17,TR003,Weather,2.9
2025-05-17,TR004,Refueling,1.5
2025-05-17,TR009,Maintenance,7.2
2025-05-17,TR012,Maintenance,7.3
2025-05-17,TR016,Refueling,6.5
2025-05-17,TR018,Operator Delay,3.6
2025-05-17,EX003,Operator Delay,2.4
2025-05-18,TR001,Breakdown,5.0
2025-05-18,TR004,Maintenance,4.0
2025-05-18,TR005,Maintenance,8.0
2025-05-18,TR006,Weather,1.1
2025-05-18,TR009,Refueling,2.2
2025-05-18,TR012,Maintenance,5.7
2025-05-18,TR015,Maintenance,4.7
2025-05-18,TR016,Breakdown,2.6
2025-05-18,EX005,Operator Delay,6.2
2025-05-19,TR005,Refueling,4.3
2025-05-19,TR006,Breakdown,5.7
2025-05-19,TR008,Weather,6.1
2025-05-19,TR010,Refueling,4.0
2025-05-19,TR015,Maintenance,5.9
2025-05-19,TR016,Weather,7.7
2025-05-19,TR020,Refueling,5.4
2025-05-19,EX003,Weather,5.3
2025-05-19,EX004,Weather,8.0
2025-05-19,EX005,Weather,1.3
2025-05-19,DR003,Weather,3.6
2025-05-20,TR002,Breakdown,6.5
2025-05-20,TR005,Maintenance,2.1
2025-05-20,TR008,Weather,0.5
2025-05-20,TR009,Operator Delay,2.5
2025-05-20,TR012,Breakdown,3.1
2025-05-20,TR017,Maintenance,6.2
2025-05-20,EX002,Breakdown,1.2
2025-05-20,EX004,Weather,5.7
2025-05-20,DR002,Maintenance,7.1
2025-05-20,DR003,Operator Delay,4.5
2025-05-21,TR003,Maintenance,3.5
2025-05-21,TR004,Operator Delay,7.4
2025-05-21,TR009,Refueling,3.5
2025-05-21,TR017,Maintenance,6.3
