Date,Equipment_ID,Fuel_Litres
2025-03-25,TR007,721.8
2025-03-25,TR008,671.0
2025-03-25,TR009,298.2
2025-03-25,TR010,333.7
2025-03-25,TR011,817.3
2025-03-25,TR012,269.4
2025-03-25,TR013,652.0
2025-03-25,TR014,199.0
2025-03-25,TR015,699.2
2025-03-25,TR016,263.1
2025-03-25,TR017,567.1
2025-03-25,TR018,542.7
2025-03-25,TR019,246.9
2025-03-25,TR020,483.0
2025-03-25,EX001,801.0
2025-03-25,EX002,638.0
2025-03-25,EX003,894.0
2025-03-25,EX004,723.3
2025-03-25,EX005,607.6
2025-03-25,DR001,541.8
2025-03-25,DR002,848.7
2025-03-25,DR003,512.2
2025-03-26,TR001,410.2
2025-03-26,TR002,764.3
2025-03-26,TR003,851.0
2025-03-26,TR004,472.7
2025-03-26,TR005,192.5
2025-03-26,TR006,578.9
2025-03-26,TR007,687.5
2025-03-26,TR008,386.4
2025-03-26,TR009,693.3
2025-03-26,TR010,515.5
2025-03-26,TR011,327.1
2025-03-26,TR012,596.2
2025-03-26,TR013,398.9
2025-03-26,TR014,725.2
2025-03-26,TR015,82.5
2025-03-26,TR016,750.9
2025-03-26,TR017,331.4
2025-03-26,TR018,866.9
2025-03-26,TR019,702.5
2025-03-26,TR020,277.7
2025-03-26,EX001,882.6
2025-03-26,EX002,489.7
2025-03-26,EX003,508.8
2025-03-26,EX004,825.8
2025-03-26,EX005,833.1
2025-03-26,DR001,651.4
2025-03-26,DR002,882.3
2025-03-26,DR003,349.7
2025-03-27,TR001,270.5
2025-03-27,TR002,104.0
2025-03-27,TR003,364.0
2025-03-27,TR004,574.2
2025-03-27,TR005,330.4
2025-03-27,TR006,555.3
2025-03-27,TR007,119.7
2025-03-27,TR008,370.4
2025-03-27,TR009,693.4
2025-03-27,TR010,165.5
2025-03-27,TR011,666.2
2025-03-27,TR012,705.9
2025-03-27,TR013,546.4
2025-03-27,TR014,806.6
2025-03-27,TR015,862.7
2025-03-27,TR016,108.4
2025-03-27,TR017,636.8
2025-03-27,TR018,274.5
2025-03-27,TR019,414.7
2025-03-27,TR020,591.0
2025-03-27,EX001,664.1
2025-03-27,EX002,769.0
2025-03-27,EX003,658.4
2025-03-27,EX004,717.5
2025-03-27,EX005,571.2
2025-03-27,DR001,176.0
2025-03-27,DR002,97.6
2025-03-27,DR003,514.4
2025-03-28,TR001,666.7
2025-03-28,TR002,169.3
2025-03-28,TR003,432.0
2025-03-28,TR004,290.1
2025-03-28,TR005,545.0
2025-03-28,TR006,400.2
2025-03-28,TR007,245.2
2025-03-28,TR008,83.6
2025-03-28,TR009,343.7
2025-03-28,TR010,503.3
2025-03-28,TR011,842.0
2025-03-28,TR012,266.5
2025-03-28,TR013,500.0
2025-03-28,TR014,544.5
2025-03-28,TR015,612.4
2025-03-28,TR016,349.4
2025-03-28,TR017,161.6
2025-03-28,TR018,835.5
2025-03-28,TR019,861.3
2025-03-28,TR020,439.3
2025-03-28,EX001,556.1
2025-03-28,EX002,103.8
2025-03-28,EX003,118.7
2025-03-28,EX004,142.9
2025-03-28,EX005,685.8
2025-03-28,DR001,266.3
2025-03-28,DR002,231.2
2025-03-28,DR003,86.8
2025-03-29,TR001,98.8
2025-03-29,TR002,412.4
2025-03-29,TR003,524.2
2025-03-29,TR004,554.8
2025-03-29,TR005,455.5
2025-03-29,TR006,456.8
2025-03-29,TR007,697.6
2025-03-29,TR008,317.4
2025-03-29,TR009,274.9
2025-03-29,TR010,780.5
2025-03-29,TR011,645.2
2025-03-29,TR012,471.0
2025-03-29,TR013,305.8
2025-03-29,TR014,192.0
2025-03-29,TR015,110.7
2025-03-29,TR016,778.9
2025-03-29,TR017,566.6
2025-03-29,TR018,117.6
2025-03-29,TR019,210.0
2025-03-29,TR020,309.2
2025-03-29,EX001,295.7
2025-03-29,EX002,529.7
2025-03-29,EX003,407.5
2025-03-29,EX004,803.4
2025-03-29,EX005,669.9
2025-03-29,DR001,826.8
2025-03-29,DR002,787.5
2025-03-29,DR003,835.5
2025-03-30,TR001,883.6
2025-03-30,TR002,335.6
2025-03-30,TR003,251.9
2025-03-30,TR004,215.4
2025-03-30,TR005,595.0
2025-03-30,TR006,638.4
2025-03-30,TR007,152.0
2025-03-30,TR008,753.3
2025-03-30,TR009,722.1
2025-03-30,TR010,595.3
2025-03-30,TR011,437.2
2025-03-30,TR012,206.0
2025-03-30,TR013,494.6
2025-03-30,TR014,210.5
2025-03-30,TR015,576.1
2025-03-30,TR016,334.2
2025-03-30,TR017,282.8
2025-03-30,TR018,441.7
2025-03-30,TR019,556.2
2025-03-30,TR020,381.3
2025-03-30,EX001,870.2
2025-03-30,EX002,84.8
2025-03-30,EX003,828.5
2025-03-30,EX004,80.6
2025-03-30,EX005,257.7
2025-03-30,DR001,897.0
2025-03-30,DR002,677.0
2025-03-30,DR003,608.5
2025-03-31,TR001,675.4
2025-03-31,TR002,414.8
2025-03-31,TR003,723.1
2025-03-31,TR004,207.0
2025-03-31,TR005,731.0
2025-03-31,TR006,850.4
2025-03-31,TR007,783.3
2025-03-31,TR008,686.5
2025-03-31,TR009,614.1
2025-03-31,TR010,507.3
2025-03-31,TR011,404.1
2025-03-31,TR012,789.8
2025-03-31,TR013,610.9
2025-03-31,TR014,436.6
2025-03-31,TR015,723.5
2025-03-31,TR016,124.4
2025-03-31,TR017,746.8
2025-03-31,TR018,744.8
2025-03-31,TR019,267.4
2025-03-31,TR020,110.9
2025-03-31,EX001,665.2
2025-03-31,EX002,243.9
2025-03-31,EX003,896.7
2025-03-31,EX004,87.5
2025-03-31,EX005,268.4
2025-03-31,DR001,114.5
2025-03-31,DR002,721.8
2025-03-31,DR003,554.5
2025-04-01,TR001,775.7
2025-04-01,TR002,869.3
2025-04-01,TR003,580.3
2025-04-01,TR004,270.0
2025-04-01,TR005,156.0
2025-04-01,TR006,790.3
2025-04-01,TR007,281.0
2025-04-01,TR008,812.7
2025-04-01,TR009,800.2
2025-04-01,TR010,594.8
2025-04-01,TR011,575.3
2025-04-01,TR012,859.7
2025-04-01,TR013,699.9
2025-04-01,TR014,640.3
2025-04-01,TR015,437.3
2025-04-01,TR016,476.9
2025-04-01,TR017,398.9
2025-04-01,TR018,856.0
2025-04-01,TR019,603.3
2025-04-01,TR020,719.9
2025-04-01,EX001,110.5
2025-04-01,EX002,779.0
2025-04-01,EX003,422.5
2025-04-01,EX004,684.5
2025-04-01,EX005,112.8
2025-04-01,DR001,813.0
2025-04-01,DR002,621.1
2025-04-01,DR003,455.2
2025-04-02,TR001,328.9
2025-04-02,TR002,335.0
2025-04-02,TR003,328.8
2025-04-02,TR004,187.4
2025-04-02,TR005,460.3
2025-04-02,TR006,451.9
2025-04-02,TR007,417.8
2025-04-02,TR008,656.5
2025-04-02,TR009,424.2
2025-04-02,TR010,153.0
2025-04-02,TR011,778.7
2025-04-02,TR012,428.6
2025-04-02,TR013,617.3
2025-04-02,TR014,842.5
2025-04-02,TR015,709.3
2025-04-02,TR016,521.8
2025-04-02,TR017,526.9
2025-04-02,TR018,776.6
2025-04-02,TR019,755.4
2025-04-02,TR020,226.5
2025-04-02,EX001,593.7
2025-04-02,EX002,789.9
2025-04-02,EX003,738.7
2025-04-02,EX004,182.3
2025-04-02,EX005,437.3
2025-04-02,DR001,505.0
2025-04-02,DR002,291.4
2025-04-02,DR003,637.2
2025-04-03,TR001,470.5
2025-04-03,TR002,324.0
2025-04-03,TR003,356.2
2025-04-03,TR004,782.5
2025-04-03,TR005,790.3
2025-04-03,TR006,746.1
2025-04-03,TR007,829.4
2025-04-03,TR008,860.9
2025-04-03,TR009,483.3
2025-04-03,TR010,159.3
2025-04-03,TR011,736.1
2025-04-03,TR012,599.4
2025-04-03,TR013,392.0
2025-04-03,TR014,879.9
2025-04-03,TR015,357.7
2025-04-03,TR016,824.3
2025-04-03,TR017,565.9
2025-04-03,TR018,110.0
2025-04-03,TR019,785.5
2025-04-03,TR020,705.0
2025-04-03,EX001,606.8
2025-04-03,EX002,584.0
2025-04-03,EX003,259.4
2025-04-03,EX004,255.9
2025-04-03,EX005,103.9
2025-04-03,DR001,206.4
2025-04-03,DR002,355.9
2025-04-03,DR003,523.4
2025-04-04,TR001,187.3
2025-04-04,TR002,537.2
2025-04-04,TR003,295.9
2025-04-04,TR004,288.2
2025-04-04,TR005,857.3
2025-04-04,TR006,893.7
2025-04-04,TR007,745.4
2025-04-04,TR008,124.6
2025-04-04,TR009,677.5
2025-04-04,TR010,226.3
2025-04-04,TR011,546.8
2025-04-04,TR012,812.8
2025-04-04,TR013,391.8
2025-04-04,TR014,841.7
2025-04-04,TR015,660.9
2025-04-04,TR016,326.8
2025-04-04,TR017,157.8
2025-04-04,TR018,748.6
2025-04-04,TR019,455.6
2025-04-04,TR020,139.6
2025-04-04,EX001,164.6
2025-04-04,EX002,872.9
2025-04-04,EX003,279.3
2025-04-04,EX004,872.6
2025-04-04,EX005,638.6
2025-04-04,DR001,326.4
2025-04-04,DR002,394.7
2025-04-04,DR003,717.2
2025-04-05,TR001,437.0
2025-04-05,TR002,141.3
2025-04-05,TR003,268.4
2025-04-05,TR004,785.5
2025-04-05,TR005,650.9
2025-04-05,TR006,490.8
2025-04-05,TR007,281.3
2025-04-05,TR008,469.2
2025-04-05,TR009,726.9
2025-04-05,TR010,146.9
2025-04-05,TR011,895.7
2025-04-05,TR012,785.0
2025-04-05,TR013,340.7
2025-04-05,TR014,793.9
2025-04-05,TR015,639.0
2025-04-05,TR016,626.4
2025-04-05,TR017,194.6
2025-04-05,TR018,822.8
2025-04-05,TR019,449.3
2025-04-05,TR020,738.6
2025-04-05,EX001,325.6
2025-04-05,EX002,332.6
2025-04-05,EX003,871.0
2025-04-05,EX004,487.3
2025-04-05,EX005,129.1
2025-04-05,DR001,765.3
2025-04-05,DR002,266.3
2025-04-05,DR003,800.6
2025-04-06,TR001,831.5
2025-04-06,TR002,139.7
2025-04-06,TR003,557.6
2025-04-06,TR004,884.8
2025-04-06,TR005,843.4
2025-04-06,TR006,510.7
2025-04-06,TR007,638.0
2025-04-06,TR008,575.5
2025-04-06,TR009,246.7
2025-04-06,TR010,615.5
2025-04-06,TR011,353.2
2025-04-06,TR012,357.1
2025-04-06,TR013,424.4
2025-04-06,TR014,778.8
2025-04-06,TR015,275.4
2025-04-06,TR016,285.6
2025-04-06,TR017,86.0
2025-04-06,TR018,207.1
2025-04-06,TR019,882.5
2025-04-06,TR020,435.8
2025-04-06,EX001,240.0
2025-04-06,EX002,871.9
2025-04-06,EX003,102.2
2025-04-06,EX004,477.0
2025-04-06,EX005,739.8
2025-04-06,DR001,713.7
2025-04-06,DR002,235.2
2025-04-06,DR003,660.4
2025-04-07,TR001,590.3
2025-04-07,TR002,633.7
2025-04-07,TR003,298.2
2025-04-07,TR004,744.8
2025-04-07,TR005,538.6
2025-04-07,TR006,674.6
2025-04-07,TR007,850.5
2025-04-07,TR008,781.5
2025-04-07,TR009,721.5
2025-04-07,TR010,317.5
2025-04-07,TR011,124.3
2025-04-07,TR012,551.2
2025-04-07,TR013,108.3
2025-04-07,TR014,665.6
2025-04-07,TR015,684.2
2025-04-07,TR016,541.6
2025-04-07,TR017,217.9
2025-04-07,TR018,798.1
2025-04-07,TR019,568.7
2025-04-07,TR020,502.2
2025-04-07,EX001,545.4
2025-04-07,EX002,148.0
2025-04-07,EX003,687.2
2025-04-07,EX004,129.8
2025-04-07,EX005,554.3
2025-04-07,DR001,218.8
2025-04-07,DR002,250.3
2025-04-07,DR003,271.3
2025-04-08,TR001,91.7
2025-04-08,TR002,811.3
2025-04-08,TR003,739.5
2025-04-08,TR004,105.7
2025-04-08,TR005,126.7
2025-04-08,TR006,722.0
2025-04-08,TR007,85.6
2025-04-08,TR008,464.6
2025-04-08,TR009,168.0
2025-04-08,TR010,565.1
2025-04-08,TR011,898.6
2025-04-08,TR012,221.1
2025-04-08,TR013,864.5
2025-04-08,TR014,789.7
2025-04-08,TR015,888.4
2025-04-08,TR016,708.3
2025-04-08,TR017,782.7
2025-04-08,TR018,567.6
2025-04-08,TR019,791.2
2025-04-08,TR020,171.4
2025-04-08,EX001,688.2
2025-04-08,EX002,595.6
2025-04-08,EX003,129.1
2025-04-08,EX004,319.1
2025-04-08,EX005,257.2
2025-04-08,DR001,412.2
2025-04-08,DR002,242.6
2025-04-08,DR003,305.4
2025-04-09,TR001,322.7
2025-04-09,TR002,571.8
2025-04-09,TR003,190.6
2025-04-09,TR004,277.7
2025-04-09,TR005,340.1
2025-04-09,TR006,448.2
2025-04-09,TR007,111.2
2025-04-09,TR008,899.4
2025-04-09,TR009,326.3
2025-04-09,TR010,315.6
2025-04-09,TR011,535.0
2025-04-09,TR012,780.3
2025-04-09,TR013,454.6
2025-04-09,TR014,284.0
2025-04-09,TR015,544.0
2025-04-09,TR016,476.0
2025-04-09,TR017,426.9
2025-04-09,TR018,886.8
2025-04-09,TR019,896.7
2025-04-09,TR020,540.8
2025-04-09,EX001,135.8
2025-04-09,EX002,544.9
2025-04-09,EX003,861.0
2025-04-09,EX004,839.1
2025-04-09,EX005,256.7
2025-04-09,DR001,235.9
2025-04-09,DR002,204.8
2025-04-09,DR003,752.2
2025-04-10,TR001,481.8
2025-04-10,TR002,357.2
2025-04-10,TR003,346.3
2025-04-10,TR004,305.8
2025-04-10,TR005,803.7
2025-04-10,TR006,415.9
2025-04-10,TR007,280.1
2025-04-10,TR008,662.5
2025-04-10,TR009,601.1
2025-04-10,TR010,666.6
2025-04-10,TR011,754.0
2025-04-10,TR012,163.0
2025-04-10,TR013,81.6
2025-04-10,TR014,121.5
2025-04-10,TR015,659.6
2025-04-10,TR016,846.3
2025-04-10,TR017,351.5
2025-04-10,TR018,720.6
2025-04-10,TR019,677.9
2025-04-10,TR020,882.0
2025-04-10,EX001,466.1
2025-04-10,EX002,216.2
2025-04-10,EX003,707.5
2025-04-10,EX004,751.4
2025-04-10,EX005,660.0
2025-04-10,DR001,787.8
2025-04-10,DR002,384.4
2025-04-10,DR003,646.1
2025-04-11,TR001,296.4
2025-04-11,TR002,446.1
2025-04-11,TR003,278.8
2025-04-11,TR004,206.7
2025-04-11,TR005,109.5
2025-04-11,TR006,630.6
2025-04-11,TR007,797.7
2025-04-11,TR008,337.8
2025-04-11,TR009,432.0
2025-04-11,TR010,82.9
2025-04-11,TR011,418.5
2025-04-11,TR012,310.7
2025-04-11,TR013,550.8
2025-04-11,TR014,825.0
2025-04-11,TR015,495.0
2025-04-11,TR016,633.9
2025-04-11,TR017,658.5
2025-04-11,TR018,205.0
2025-04-11,TR019,364.2
2025-04-11,TR020,172.8
2025-04-11,EX001,441.4
2025-04-11,EX002,807.6
2025-04-11,EX003,474.4
2025-04-11,EX004,454.0
2025-04-11,EX005,251.6
2025-04-11,DR001,334.4
2025-04-11,DR002,848.0
2025-04-11,DR003,328.5
2025-04-12,TR001,679.7
2025-04-12,TR002,114.6
2025-04-12,TR003,185.2
2025-04-12,TR004,335.4
2025-04-12,TR005,819.2
2025-04-12,TR006,259.8
2025-04-12,TR007,675.9
2025-04-12,TR008,217.4
2025-04-12,TR009,582.5
2025-04-12,TR010,561.2
2025-04-12,TR011,590.0
2025-04-12,TR012,314.7
2025-04-12,TR013,212.9
2025-04-12,TR014,806.9
2025-04-12,TR015,546.9
2025-04-12,TR016,253.9
2025-04-12,TR017,418.9
2025-04-12,TR018,135.0
2025-04-12,TR019,469.8
2025-04-12,TR020,427.6
2025-04-12,EX001,188.8
2025-04-12,EX002,444.4
2025-04-12,EX003,604.4
2025-04-12,EX004,841.4
2025-04-12,EX005,656.6
2025-04-12,DR001,492.0
2025-04-12,DR002,711.4
2025-04-12,DR003,309.5
2025-04-13,TR001,628.4
2025-04-13,TR002,84.2
2025-04-13,TR003,139.5
2025-04-13,TR004,591.9
2025-04-13,TR005,237.9
2025-04-13,TR006,644.8
2025-04-13,TR007,602.1
2025-04-13,TR008,132.2
2025-04-13,TR009,401.8
2025-04-13,TR010,582.7
2025-04-13,TR011,665.1
2025-04-13,TR012,749.2
2025-04-13,TR013,351.0
2025-04-13,TR014,766.1
2025-04-13,TR015,370.5
2025-04-13,TR016,85.7
2025-04-13,TR017,580.2
2025-04-13,TR018,278.2
2025-04-13,TR019,182.0
2025-04-13,TR020,291.9
2025-04-13,EX001,758.9
2025-04-13,EX002,829.5
2025-04-13,EX003,868.6
2025-04-13,EX004,328.3
2025-04-13,EX005,453.9
2025-04-13,DR001,738.1
2025-04-13,DR002,340.7
2025-04-13,DR003,395.8
2025-04-14,TR001,274.6
2025-04-14,TR002,549.3
2025-04-14,TR003,620.6
2025-04-14,TR004,341.1
2025-04-14,TR005,99.9
2025-04-14,TR006,683.4
2025-04-14,TR007,585.6
2025-04-14,TR008,259.6
2025-04-14,TR009,338.0
2025-04-14,TR010,864.8
2025-04-14,TR011,596.8
2025-04-14,TR012,568.3
2025-04-14,TR013,604.5
2025-04-14,TR014,862.6
2025-04-14,TR015,358.7
2025-04-14,TR016,310.4
2025-04-14,TR017,388.9
2025-04-14,TR018,736.8
2025-04-14,TR019,179.2
2025-04-14,TR020,249.6
2025-04-14,EX001,267.2
2025-04-14,EX002,601.8
2025-04-14,EX003,606.1
2025-04-14,EX004,384.9
2025-04-14,EX005,306.5
2025-04-14,DR001,698.8
2025-04-14,DR002,106.0
2025-04-14,DR003,685.8
2025-04-15,TR001,252.4
2025-04-15,TR002,820.3
2025-04-15,TR003,419.2
2025-04-15,TR004,606.7
2025-04-15,TR005,179.2
2025-04-15,TR006,288.2
2025-04-15,TR007,654.5
2025-04-15,TR008,531.3
2025-04-15,TR009,711.8
2025-04-15,TR010,542.0
2025-04-15,TR011,546.9
2025-04-15,TR012,783.8
2025-04-15,TR013,428.2
2025-04-15,TR014,813.9
2025-04-15,TR015,385.2
2025-04-15,TR016,349.4
2025-04-15,TR017,719.1
2025-04-15,TR018,89.5
2025-04-15,TR019,221.2
2025-04-15,TR020,138.8
2025-04-15,EX001,499.9
2025-04-15,EX002,595.0
2025-04-15,EX003,88.5
2025-04-15,EX004,212.4
2025-04-15,EX005,328.1
2025-04-15,DR001,321.3
2025-04-15,DR002,159.6
2025-04-15,DR003,221.7
2025-04-16,TR001,774.6
2025-04-16,TR002,654.5
2025-04-16,TR003,322.8
2025-04-16,TR004,296.0
2025-04-16,TR005,145.8
2025-04-16,TR006,366.1
2025-04-16,TR007,406.4
2025-04-16,TR008,821.4
2025-04-16,TR009,689.4
2025-04-16,TR010,472.9
2025-04-16,TR011,190.6
2025-04-16,TR012,618.1
2025-04-16,TR013,847.5
2025-04-16,TR014,144.0
2025-04-16,TR015,775.9
2025-04-16,TR016,227.7
2025-04-16,TR017,655.1
2025-04-16,TR018,230.8
2025-04-16,TR019,572.0
2025-04-16,TR020,274.9
2025-04-16,EX001,524.2
2025-04-16,EX002,572.1
2025-04-16,EX003,587.2
2025-04-16,EX004,639.9
2025-04-16,EX005,136.6
2025-04-16,DR001,656.8
2025-04-16,DR002,206.8
2025-04-16,DR003,635.2
2025-04-17,TR001,181.7
2025-04-17,TR002,473.1
2025-04-17,TR003,397.2
2025-04-17,TR004,873.2
2025-04-17,TR005,597.3
2025-04-17,TR006,152.3
2025-04-17,TR007,654.7
2025-04-17,TR008,239.2
2025-04-17,TR009,314.6
2025-04-17,TR010,390.3
2025-04-17,TR011,716.5
2025-04-17,TR012,854.1
2025-04-17,TR013,838.0
2025-04-17,TR014,220.0
2025-04-17,TR015,129.5
2025-04-17,TR016,759.4
2025-04-17,TR017,316.3
2025-04-17,TR018,557.9
2025-04-17,TR019,882.5
2025-04-17,TR020,232.9
2025-04-17,EX001,387.4
2025-04-17,EX002,791.4
2025-04-17,EX003,613.0
2025-04-17,EX004,848.8
2025-04-17,EX005,598.0
2025-04-17,DR001,328.9
2025-04-17,DR002,740.2
2025-04-17,DR003,702.6
2025-04-18,TR001,845.6
2025-04-18,TR002,470.5
2025-04-18,TR003,492.3
2025-04-18,TR004,345.5
2025-04-18,TR005,300.4
2025-04-18,TR006,897.2
2025-04-18,TR007,881.3
2025-04-18,TR008,514.3
2025-04-18,TR009,863.2
2025-04-18,TR010,372.0
2025-04-18,TR011,777.0
2025-04-18,TR012,600.6
2025-04-18,TR013,668.0
2025-04-18,TR014,668.9
2025-04-18,TR015,601.4
2025-04-18,TR016,778.9
2025-04-18,TR017,401.5
2025-04-18,TR018,776.3
2025-04-18,TR019,230.4
2025-04-18,TR020,244.0
2025-04-18,EX001,668.2
2025-04-18,EX002,695.1
2025-04-18,EX003,819.9
2025-04-18,EX004,305.2
2025-04-18,EX005,126.0
2025-04-18,DR001,496.1
2025-04-18,DR002,797.8
2025-04-18,DR003,876.6
2025-04-19,TR001,783.4
2025-04-19,TR002,481.8
2025-04-19,TR003,788.0
2025-04-19,TR004,255.5
2025-04-19,TR005,835.4
2025-04-19,TR006,544.8
2025-04-19,TR007,399.3
2025-04-19,TR008,556.9
2025-04-19,TR009,722.9
2025-04-19,TR010,276.9
2025-04-19,TR011,163.5
2025-04-19,TR012,681.2
2025-04-19,TR013,861.0
2025-04-19,TR014,602.3
2025-04-19,TR015,196.9
2025-04-19,TR016,607.6
2025-04-19,TR017,175.6
2025-04-19,TR018,328.9
2025-04-19,TR019,105.9
2025-04-19,TR020,479.8
2025-04-19,EX001,343.5
2025-04-19,EX002,160.0
2025-04-19,EX003,333.4
2025-04-19,EX004,611.0
2025-04-19,EX005,317.0
2025-04-19,DR001,197.3
2025-04-19,DR002,526.7
2025-04-19,DR003,697.6
2025-04-20,TR001,760.7
2025-04-20,TR002,467.1
2025-04-20,TR003,663.1
2025-04-20,TR004,763.3
2025-04-20,TR005,631.8
2025-04-20,TR006,512.4
2025-04-20,TR007,129.2
2025-04-20,TR008,317.8
2025-04-20,TR009,342.2
2025-04-20,TR010,403.9
2025-04-20,TR011,859.7
2025-04-20,TR012,251.3
2025-04-20,TR013,524.1
2025-04-20,TR014,892.8
2025-04-20,TR015,587.4
2025-04-20,TR016,251.3
2025-04-20,TR017,867.4
2025-04-20,TR018,355.8
2025-04-20,TR019,119.3
2025-04-20,TR020,433.7
2025-04-20,EX001,277.3
2025-04-20,EX002,751.5
2025-04-20,EX003,260.4
2025-04-20,EX004,752.3
2025-04-20,EX005,109.7
2025-04-20,DR001,841.9
2025-04-20,DR002,114.6
2025-04-20,DR003,849.6
2025-04-21,TR001,140.4
2025-04-21,TR002,795.5
2025-04-21,TR003,761.7
2025-04-21,TR004,567.4
2025-04-21,TR005,109.5
2025-04-21,TR006,589.3
2025-04-21,TR007,586.6
2025-04-21,TR008,536.9
2025-04-21,TR009,597.9
2025-04-21,TR010,873.8
2025-04-21,TR011,896.3
2025-04-21,TR012,506.8
2025-04-21,TR013,155.3
2025-04-21,TR014,189.9
2025-04-21,TR015,670.7
2025-04-21,TR016,885.2
2025-04-21,TR017,437.6
2025-04-21,TR018,160.4
2025-04-21,TR019,369.5
2025-04-21,TR020,395.7
2025-04-21,EX001,897.2
2025-04-21,EX002,643.0
2025-04-21,EX003,176.7
2025-04-21,EX004,356.4
2025-04-21,EX005,119.8
2025-04-21,DR001,615.5
2025-04-21,DR002,631.6
2025-04-21,DR003,127.1
2025-04-22,TR001,355.1
2025-04-22,TR002,820.3
2025-04-22,TR003,758.0
2025-04-22,TR004,550.9
2025-04-22,TR005,477.4
2025-04-22,TR006,894.1
2025-04-22,TR007,672.2
2025-04-22,TR008,861.2
2025-04-22,TR009,138.7
2025-04-22,TR010,254.0
2025-04-22,TR011,105.5
2025-04-22,TR012,791.7
2025-04-22,TR013,649.3
2025-04-22,TR014,225.7
2025-04-22,TR015,878.8
2025-04-22,TR016,863.8
2025-04-22,TR017,264.2
2025-04-22,TR018,610.5
2025-04-22,TR019,627.8
2025-04-22,TR020,83.3
2025-04-22,EX001,644.8
2025-04-22,EX002,261.5
2025-04-22,EX003,819.1
2025-04-22,EX004,767.6
2025-04-22,EX005,822.3
2025-04-22,DR001,701.2
2025-04-22,DR002,215.2
2025-04-22,DR003,375.7
2025-04-23,TR001,661.3
2025-04-23,TR002,345.1
2025-04-23,TR003,662.2
2025-04-23,TR004,355.7
2025-04-23,TR005,225.7
2025-04-23,TR006,504.9
2025-04-23,TR007,642.7
2025-04-23,TR008,504.1
2025-04-23,TR009,606.3
2025-04-23,TR010,439.2
2025-04-23,TR011,718.2
2025-04-23,TR012,613.0
2025-04-23,TR013,551.2
2025-04-23,TR014,437.0
2025-04-23,TR015,519.3
2025-04-23,TR016,121.8
2025-04-23,TR017,626.7
2025-04-23,TR018,247.6
2025-04-23,TR019,785.3
2025-04-23,TR020,746.1
2025-04-23,EX001,512.9
2025-04-23,EX002,774.6
2025-04-23,EX003,630.1
2025-04-23,EX004,195.8
2025-04-23,EX005,687.4
2025-04-23,DR001,896.6
2025-04-23,DR002,113.6
2025-04-23,DR003,280.8
2025-04-24,TR001,570.1
2025-04-24,TR002,420.5
2025-04-24,TR003,602.8
2025-04-24,TR004,560.9
2025-04-24,TR005,726.2
2025-04-24,TR006,138.1
2025-04-24,TR007,441.3
2025-04-24,TR008,785.2
2025-04-24,TR009,377.5
2025-04-24,TR010,493.1
2025-04-24,TR011,97.7
2025-04-24,TR012,263.8
2025-04-24,TR013,460.2
2025-04-24,TR014,407.2
2025-04-24,TR015,666.0
2025-04-24,TR016,581.7
2025-04-24,TR017,801.8
2025-04-24,TR018,780.9
2025-04-24,TR019,277.8
2025-04-24,TR020,94.5
2025-04-24,EX001,780.7
2025-04-24,EX002,349.9
2025-04-24,EX003,364.6
2025-04-24,EX004,209.9
2025-04-24,EX005,648.3
2025-04-24,DR001,309.7
2025-04-24,DR002,224.9
2025-04-24,DR003,492.8
2025-04-25,TR001,695.3
2025-04-25,TR002,301.1
2025-04-25,TR003,672.1
2025-04-25,TR004,458.8
2025-04-25,TR005,411.1
2025-04-25,TR006,374.8
2025-04-25,TR007,199.4
2025-04-25,TR008,352.8
2025-04-25,TR009,801.0
2025-04-25,TR010,163.8
2025-04-25,TR011,865.8
2025-04-25,TR012,168.1
2025-04-25,TR013,376.9
2025-04-25,TR014,577.2
2025-04-25,TR015,767.0
2025-04-25,TR016,197.7
2025-04-25,TR017,195.7
2025-04-25,TR018,595.3
2025-04-25,TR019,320.1
2025-04-25,TR020,608.5
2025-04-25,EX001,752.9
2025-04-25,EX002,143.0
2025-04-25,EX003,772.5
2025-04-25,EX004,110.8
2025-04-25,EX005,817.0
2025-04-25,DR001,880.0
2025-04-25,DR002,627.3
2025-04-25,DR003,887.1
2025-04-26,TR001,754.0
2025-04-26,TR002,116.4
2025-04-26,TR003,83.1
2025-04-26,TR004,97.1
2025-04-26,TR005,450.6
2025-04-26,TR006,591.2
2025-04-26,TR007,474.8
2025-04-26,TR008,635.2
2025-04-26,TR009,448.7
2025-04-26,TR010,114.9
2025-04-26,TR011,265.5
2025-04-26,TR012,894.0
2025-04-26,TR013,363.6
2025-04-26,TR014,346.3
2025-04-26,TR015,205.3
2025-04-26,TR016,889.5
2025-04-26,TR017,269.0
2025-04-26,TR018,610.4
2025-04-26,TR019,114.5
2025-04-26,TR020,134.5
2025-04-26,EX001,667.7
2025-04-26,EX002,600.8
2025-04-26,EX003,637.7
2025-04-26,EX004,269.4
2025-04-26,EX005,887.6
2025-04-26,DR001,537.9
2025-04-26,DR002,875.0
2025-04-26,DR003,214.6
2025-04-27,TR001,412.2
2025-04-27,TR002,355.3
2025-04-27,TR003,699.2
2025-04-27,TR004,693.0
2025-04-27,TR005,479.0
2025-04-27,TR006,93.2
2025-04-27,TR007,223.7
2025-04-27,TR008,121.2
2025-04-27,TR009,774.6
2025-04-27,TR010,317.6
2025-04-27,TR011,176.7
2025-04-27,TR012,370.4
2025-04-27,TR013,143.4
2025-04-27,TR014,882.7
